prompt,model,model_id,diagnosis,inferred_diagnosis,pair_context,template,image_path,reference_image_paths,ssim,color_similarity,shape_similarity,performance
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single dermatofibroma skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,df,df,mel then df,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_063.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_063_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_063_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_063_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_063_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_063_4.png']",0.5813140704784769,0.022743239739505212,0.032825935626549826,"{'total_time_seconds': 1103.5487728118896, 'seconds_per_image': 551.7743864059448, 'avg_power_watts': 60.87783489096574, 'peak_power_watts': 67.33, 'total_energy_wh': 18.661572218158355, 'energy_per_image_wh': 9.330786109079177}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single benign keratosis skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,bkl,bkl,bkl then bcc,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_064.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_064_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_064_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_064_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_064_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_064_4.png']",0.4277907160497837,0.0,0.04377072096314353,"{'total_time_seconds': 1005.7130777835846, 'seconds_per_image': 502.8565388917923, 'avg_power_watts': 60.635538284398386, 'peak_power_watts': 63.82, 'total_energy_wh': 16.939431619740745, 'energy_per_image_wh': 8.469715809870372}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single basal cell carcinoma skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,bcc,bcc,bkl then bcc,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_065.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_065_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_065_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_065_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_065_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_065_4.png']",0.3746472536389882,0.14427315702618387,0.02324257051159583,"{'total_time_seconds': 1005.7130777835846, 'seconds_per_image': 502.8565388917923, 'avg_power_watts': 60.635538284398386, 'peak_power_watts': 63.82, 'total_energy_wh': 16.939431619740745, 'energy_per_image_wh': 8.469715809870372}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single benign keratosis skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,bkl,bkl,bkl then akiec,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_066.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_066_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_066_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_066_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_066_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_066_4.png']",0.5626949261068812,0.01875236817104469,0.056470145714940766,"{'total_time_seconds': 1128.7399957180023, 'seconds_per_image': 564.3699978590012, 'avg_power_watts': 61.399857069933645, 'peak_power_watts': 63.42, 'total_energy_wh': 19.251242890611906, 'energy_per_image_wh': 9.625621445305953}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single actinic keratosis skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,akiec,akiec,bkl then akiec,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_067.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_067_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_067_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_067_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_067_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_067_4.png']",0.5134658129031056,0.06348678519375797,0.031152483485716524,"{'total_time_seconds': 1128.7399957180023, 'seconds_per_image': 564.3699978590012, 'avg_power_watts': 61.399857069933645, 'peak_power_watts': 63.42, 'total_energy_wh': 19.251242890611906, 'energy_per_image_wh': 9.625621445305953}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single benign keratosis skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,bkl,bkl,bkl then vasc,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_068.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_068_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_068_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_068_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_068_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_068_4.png']",0.3575764143928806,0.0,0.024123692594755018,"{'total_time_seconds': 1131.2390353679657, 'seconds_per_image': 565.6195176839828, 'avg_power_watts': 61.17859622256253, 'peak_power_watts': 64.33, 'total_energy_wh': 19.22433782666053, 'energy_per_image_wh': 9.612168913330265}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single vascular lesion skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,vasc,vasc,bkl then vasc,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_069.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_069_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_069_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_069_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_069_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_069_4.png']",0.6638841210823718,0.06444487198746637,0.020126460177308732,"{'total_time_seconds': 1131.2390353679657, 'seconds_per_image': 565.6195176839828, 'avg_power_watts': 61.17859622256253, 'peak_power_watts': 64.33, 'total_energy_wh': 19.22433782666053, 'energy_per_image_wh': 9.612168913330265}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single benign keratosis skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,bkl,bkl,bkl then df,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_070.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_070_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_070_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_070_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_070_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_070_4.png']",0.4061115709634563,0.07536903317318353,0.019056124538203684,"{'total_time_seconds': 1025.6482157707214, 'seconds_per_image': 512.8241078853607, 'avg_power_watts': 61.64882419446015, 'peak_power_watts': 68.32, 'total_energy_wh': 17.563890705391927, 'energy_per_image_wh': 8.781945352695963}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single dermatofibroma skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,df,df,bkl then df,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_071.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_071_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_071_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_071_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_071_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_071_4.png']",0.45232990125401457,0.07576900745198326,0.01345685414528563,"{'total_time_seconds': 1025.6482157707214, 'seconds_per_image': 512.8241078853607, 'avg_power_watts': 61.64882419446015, 'peak_power_watts': 68.32, 'total_energy_wh': 17.563890705391927, 'energy_per_image_wh': 8.781945352695963}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single basal cell carcinoma skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,bcc,bcc,bcc then akiec,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_072.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_072_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_072_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_072_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_072_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_072_4.png']",0.4775464243280318,0.11392271021377924,0.03206901691074107,"{'total_time_seconds': 1124.8697865009308, 'seconds_per_image': 562.4348932504654, 'avg_power_watts': 61.79351351351352, 'peak_power_watts': 67.89, 'total_energy_wh': 19.30823787585787, 'energy_per_image_wh': 9.654118937928935}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single actinic keratosis skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,akiec,akiec,bcc then akiec,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_073.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_073_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_073_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_073_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_073_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_073_4.png']",0.5242530165164201,0.007489432718788174,0.023573900743151154,"{'total_time_seconds': 1124.8697865009308, 'seconds_per_image': 562.4348932504654, 'avg_power_watts': 61.79351351351352, 'peak_power_watts': 67.89, 'total_energy_wh': 19.30823787585787, 'energy_per_image_wh': 9.654118937928935}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single basal cell carcinoma skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,bcc,bcc,bcc then vasc,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_074.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_074_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_074_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_074_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_074_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_074_4.png']",0.5853296604119274,0.21462384887942823,0.03020006882781675,"{'total_time_seconds': 1149.5387272834778, 'seconds_per_image': 574.7693636417389, 'avg_power_watts': 60.70532460996477, 'peak_power_watts': 63.94, 'total_energy_wh': 19.3842004420748, 'energy_per_image_wh': 9.6921002210374}"
