prompt,model,model_id,diagnosis,inferred_diagnosis,pair_context,template,image_path,reference_image_paths,ssim,color_similarity,shape_similarity,performance
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single vascular lesion skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,vasc,vasc,bkl then vasc,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_069.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_069_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_069_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_069_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_069_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_069_4.png']",0.1812416718912216,0.0,0.009350284476630442,"{'total_time_seconds': 9.872616052627563, 'seconds_per_image': 4.936308026313782, 'avg_power_watts': 116.52000000000001, 'peak_power_watts': 174.99, 'total_energy_wh': 0.3195436729033788, 'energy_per_image_wh': 0.1597718364516894}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single benign keratosis skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,bkl,bkl,bkl then df,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_070.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_070_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_070_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_070_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_070_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_070_4.png']",0.36943104156768736,0.07172585886022342,0.043234251389185116,"{'total_time_seconds': 10.952665090560913, 'seconds_per_image': 5.4763325452804565, 'avg_power_watts': 109.53599999999999, 'peak_power_watts': 174.51, 'total_energy_wh': 0.3332530898221333, 'energy_per_image_wh': 0.16662654491106665}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single dermatofibroma skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,df,df,bkl then df,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_071.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_071_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_071_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_071_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_071_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_071_4.png']",0.3299151975072779,0.0062606359762392315,0.014640105885216225,"{'total_time_seconds': 10.952665090560913, 'seconds_per_image': 5.4763325452804565, 'avg_power_watts': 109.53599999999999, 'peak_power_watts': 174.51, 'total_energy_wh': 0.3332530898221333, 'energy_per_image_wh': 0.16662654491106665}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single basal cell carcinoma skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,bcc,bcc,bcc then akiec,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_072.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_072_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_072_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_072_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_072_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_072_4.png']",0.3066312289903411,0.21216422410426805,0.017230864804332044,"{'total_time_seconds': 9.95132064819336, 'seconds_per_image': 4.97566032409668, 'avg_power_watts': 114.72111111111111, 'peak_power_watts': 174.84, 'total_energy_wh': 0.3171184893843568, 'energy_per_image_wh': 0.1585592446921784}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single actinic keratosis skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,akiec,akiec,bcc then akiec,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_073.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_073_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_073_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_073_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_073_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_073_4.png']",0.15708059892192422,0.0073198891202561015,0.01646036407370069,"{'total_time_seconds': 9.95132064819336, 'seconds_per_image': 4.97566032409668, 'avg_power_watts': 114.72111111111111, 'peak_power_watts': 174.84, 'total_energy_wh': 0.3171184893843568, 'energy_per_image_wh': 0.1585592446921784}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single basal cell carcinoma skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,bcc,bcc,bcc then vasc,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_074.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_074_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_074_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_074_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_074_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_074_4.png']",0.26819014874422403,0.0,0.02933333542954423,"{'total_time_seconds': 9.732792139053345, 'seconds_per_image': 4.866396069526672, 'avg_power_watts': 117.91777777777777, 'peak_power_watts': 174.88, 'total_energy_wh': 0.3187970057250541, 'energy_per_image_wh': 0.15939850286252705}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single vascular lesion skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,vasc,vasc,bcc then vasc,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_075.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_075_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_075_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_075_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_075_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_075_4.png']",0.5908314515501296,0.0,0.01590386657245426,"{'total_time_seconds': 9.732792139053345, 'seconds_per_image': 4.866396069526672, 'avg_power_watts': 117.91777777777777, 'peak_power_watts': 174.88, 'total_energy_wh': 0.3187970057250541, 'energy_per_image_wh': 0.15939850286252705}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single basal cell carcinoma skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,bcc,bcc,bcc then df,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_076.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_076_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_076_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_076_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_076_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_076_4.png']",0.3642570778247917,0.3710880608822532,0.03359847563447255,"{'total_time_seconds': 10.128803253173828, 'seconds_per_image': 5.064401626586914, 'avg_power_watts': 113.75555555555556, 'peak_power_watts': 174.53, 'total_energy_wh': 0.3200576781049187, 'energy_per_image_wh': 0.16002883905245935}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single dermatofibroma skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,df,df,bcc then df,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_077.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_077_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_077_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_077_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_077_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_077_4.png']",0.30335401972203707,0.0,0.018510021522473618,"{'total_time_seconds': 10.128803253173828, 'seconds_per_image': 5.064401626586914, 'avg_power_watts': 113.75555555555556, 'peak_power_watts': 174.53, 'total_energy_wh': 0.3200576781049187, 'energy_per_image_wh': 0.16002883905245935}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single actinic keratosis skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,akiec,akiec,akiec then vasc,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_078.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_078_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_078_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_078_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_078_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_078_4.png']",0.4152791490732909,0.06995727446781808,0.015059600710525107,"{'total_time_seconds': 9.874441862106323, 'seconds_per_image': 4.937220931053162, 'avg_power_watts': 115.73611111111111, 'peak_power_watts': 174.65, 'total_energy_wh': 0.31745263903137344, 'energy_per_image_wh': 0.15872631951568672}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single vascular lesion skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,vasc,vasc,akiec then vasc,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_079.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_079_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_079_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_079_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_079_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_079_4.png']",0.3503462155458812,0.0,0.018958222518630427,"{'total_time_seconds': 9.874441862106323, 'seconds_per_image': 4.937220931053162, 'avg_power_watts': 115.73611111111111, 'peak_power_watts': 174.65, 'total_energy_wh': 0.31745263903137344, 'energy_per_image_wh': 0.15872631951568672}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single actinic keratosis skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd,stable-diffusion-v1-5/stable-diffusion-v1-5,akiec,akiec,akiec then df,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251219_004651\images\image_080.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_080_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_080_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_080_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_080_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251219_004651\\images\\ref_080_4.png']",0.23301641903513098,0.04722834141200811,0.08044518234559199,"{'total_time_seconds': 9.970027208328247, 'seconds_per_image': 4.9850136041641235, 'avg_power_watts': 114.27888888888889, 'peak_power_watts': 174.88, 'total_energy_wh': 0.31648989765548413, 'energy_per_image_wh': 0.15824494882774207}"
